/*-----------------------------------------------------------------
* NUMERO INDIVIDUOS: 100 	 CROSS-OVER: 0.90
* NUMERO GERACOES  : 1000 	 MUTACAO   : 0.40
* NUM MAXIMO NOS   : 30 	 ELITISMO  : 0.05
* PROFUNDIDADE MAX : 3 	 
*-----------------------------------------------------------------*/
Seed 6: 
(x1) | Numero de nos: 1 | Erro: 434176901775360.0000000000000000000000000 |
(-(0.48051)(x1)) | Numero de nos: 3 | Erro: 434176029360128.0000000000000000000000000 |
(/(x1)(x1)) | Numero de nos: 3 | Erro: 434176364904448.0000000000000000000000000 |
(*(*(x1)(/(+(-(x1)(/(-(x1)(-(+(0.80792)(+(x1)(-(x1)(x1))))(+(-(*(x1)(0.27656))(0.40559))(x1))))(x1)))(0.31040))(x1)))(0.90912)) | Numero de nos: 29 | Erro: 434177103101952.0000000000000000000000000 |
(/(-(+(0.57512)(*(/(+(/(0.68880)(-(*(/(/(*(*(+(0.38688)(0.87448))(0.68343))(x1))(0.06116))(x1))(0.60652))(0.52931)))(0.93530))(0.24012))(x1)))(0.30720))(x1)) | Numero de nos: 29 | Erro: 434175458934784.0000000000000000000000000 |
(/(x1)(-(0.07105)(x1))) | Numero de nos: 5 | Erro: 434176801112064.0000000000000000000000000 |
(-(/(*(/(0.62142)(*(+(*(/(0.38597)(*(x1)(0.92807)))(0.44096))(x1))(-(-(*(0.88723)(/(*(x1)(x1))(x1)))(x1))(0.40837))))(x1))(0.66536))(0.38084)) | Numero de nos: 29 | Erro: 434176700448768.0000000000000000000000000 |
(x1) | Numero de nos: 1 | Erro: 434176901775360.0000000000000000000000000 |
(+(/(0.62468)(+(0.53609)(0.49345)))(*(x1)(0.58745))) | Numero de nos: 9 | Erro: 434176599785472.0000000000000000000000000 |
(/(x1)(*(0.79266)(-(/(+(-(+(-(0.71123)(/(+(+(x1)(x1))(/(0.00458)(/(0.16529)(+(x1)(0.47679)))))(0.18110)))(x1))(0.42741))(x1))(x1))(0.28205)))) | Numero de nos: 29 | Erro: 434176532676608.0000000000000000000000000 |
(0.08866) | Numero de nos: 1 | Erro: 434176633339904.0000000000000000000000000 |
(-(-(0.51366)(*(*(*(+(-(0.38041)(/(/(0.55690)(-(0.31437)(/(*(-(/(0.06314)(0.02695))(x1))(x1))(0.04767))))(x1)))(0.38075))(x1))(0.95630))(x1)))(x1)) | Numero de nos: 29 | Erro: 434501373132800.0000000000000000000000000 |
(/(*(x1)(/(0.40867)(+(0.69115)(*(x1)(0.15662)))))(x1)) | Numero de nos: 11 | Erro: 434176599785472.0000000000000000000000000 |
(0.69716) | Numero de nos: 1 | Erro: 434176499122176.0000000000000000000000000 |
(*(+(+(x1)(x1))(+(/(/(0.67199)(*(x1)(+(x1)(0.89080))))(/(0.05002)(*(+(x1)(0.79229))(*(*(*(x1)(0.30430))(x1))(x1)))))(0.91446)))(x1)) | Numero de nos: 29 | Erro: 441758559240192.0000000000000000000000000 |
(0.55544) | Numero de nos: 1 | Erro: 434176499122176.0000000000000000000000000 |
(+(x1)(*(/(x1)(/(0.71535)(0.82553)))(-(*(-(/(*(x1)(-(-(x1)(-(0.10105)(-(+(x1)(0.97363))(0.73058))))(x1)))(x1))(x1))(x1))(x1)))) | Numero de nos: 29 | Erro: 434619350515712.0000000000000000000000000 |
(+(/(/(-(x1)(/(/(0.00589)(0.97763))(/(*(/(x1)(0.59206))(x1))(/(0.61394)(x1)))))(0.17258))(/(*(0.16486)(/(0.53438)(/(x1)(x1))))(0.51250)))(x1)) | Numero de nos: 29 | Erro: 434189652459520.0000000000000000000000000 |
(0.52306) | Numero de nos: 1 | Erro: 434176499122176.0000000000000000000000000 |
(*(/(-(+(-(/(0.52962)(0.95495))(+(-(0.64669)(+(+(0.32026)(0.54402))(x1)))(-(/(*(+(0.53584)(x1))(x1))(0.76339))(x1))))(x1))(x1))(x1))(x1)) | Numero de nos: 29 | Erro: 434762225287168.0000000000000000000000000 |
(*(+(+(-(/(*(/(+(/(*(/(-(+(x1)(-(0.41395)(0.63805)))(x1))(0.11078))(0.52681))(x1))(0.91476))(0.18140))(x1))(0.28858))(0.11551))(0.90252))(x1))(0.84197)) | Numero de nos: 29 | Erro: 434186531897344.0000000000000000000000000 |
(0.29829) | Numero de nos: 1 | Erro: 434176499122176.0000000000000000000000000 |
(*(+(x1)(*(-(+(x1)(*(x1)(+(x1)(*(/(x1)(*(*(0.89282)(/(0.56957)(0.01151)))(*(0.33354)(/(x1)(x1)))))(x1)))))(0.96081))(x1)))(x1)) | Numero de nos: 29 | Erro: 4100243947782144.0000000000000000000000000 |
(-(+(+(+(x1)(x1))(0.40022))(/(*(/(+(*(-(x1)(0.70165))(+(+(x1)(*(+(x1)(x1))(x1)))(x1)))(x1))(0.62999))(0.91266))(x1)))(0.79760)) | Numero de nos: 29 | Erro: 432884787707904.0000000000000000000000000 |
(-(-(-(x1)(x1))(-(0.60930)(-(-(*(/(+(-(-(+(0.23496)(+(*(x1)(0.75857))(x1)))(0.60015))(0.25684))(x1))(x1))(0.38554))(0.14371))(x1))))(x1)) | Numero de nos: 29 | Erro: 434175861587968.0000000000000000000000000 |
(-(/(*(+(x1)(+(-(+(x1)(x1))(+(0.70617)(0.79742)))(*(+(+(+(/(x1)(/(x1)(0.58541)))(x1))(x1))(x1))(x1))))(0.91238))(0.26511))(0.21491)) | Numero de nos: 29 | Erro: 429584206004224.0000000000000000000000000 |
(/(/(0.01022)(0.29411))(*(-(*(+(0.17072)(+(-(-(x1)(-(*(0.09494)(*(x1)(+(*(0.22932)(0.87698))(0.34880))))(x1)))(0.94644))(0.97439)))(0.25361))(0.47523))(0.28999))) | Numero de nos: 29 | Erro: 434176633339904.0000000000000000000000000 |
(-(/(-(+(x1)(x1))(*(-(0.26054)(+(/(x1)(/(/(+(0.02579)(/(-(0.90835)(x1))(+(x1)(0.19071))))(x1))(0.23481)))(0.06626)))(x1)))(x1))(0.08377)) | Numero de nos: 29 | Erro: 434283772641280.0000000000000000000000000 |
(x1) | Numero de nos: 1 | Erro: 434176901775360.0000000000000000000000000 |
(/(-(*(*(/(/(/(-(*(/(/(-(*(/(x1)(0.94668))(x1))(0.33705))(x1))(x1))(x1))(0.39155))(0.27229))(x1))(x1))(x1))(0.15537))(x1))(0.09619)) | Numero de nos: 29 | Erro: 434171197521920.0000000000000000000000000 |
(+(-(*(+(0.20695)(*(0.43782)(+(+(x1)(+(0.11621)(x1)))(x1))))(0.15046))(+(/(*(+(-(-(0.49916)(x1))(0.23484))(x1))(x1))(0.88687))(x1)))(x1)) | Numero de nos: 29 | Erro: 434176532676608.0000000000000000000000000 |
(x1) | Numero de nos: 1 | Erro: 434176901775360.0000000000000000000000000 |
(x1) | Numero de nos: 1 | Erro: 434176901775360.0000000000000000000000000 |
(0.72442) | Numero de nos: 1 | Erro: 434176499122176.0000000000000000000000000 |
(0.39582) | Numero de nos: 1 | Erro: 434176499122176.0000000000000000000000000 |
(x1) | Numero de nos: 1 | Erro: 434176901775360.0000000000000000000000000 |
(/(-(/(+(/(*(x1)(/(/(+(0.26356)(x1))(x1))(/(*(0.52199)(x1))(*(*(+(0.18735)(x1))(x1))(x1)))))(0.22382))(x1))(0.62313))(0.54418))(0.58013)) | Numero de nos: 29 | Erro: 581024182435840.0000000000000000000000000 |
(-(0.70922)(+(-(x1)(x1))(x1))) | Numero de nos: 7 | Erro: 434175995805696.0000000000000000000000000 |
(-(0.68712)(*(*(x1)(0.00455))(0.90909))) | Numero de nos: 7 | Erro: 434176432013312.0000000000000000000000000 |
