/*-----------------------------------------------------------------
* NUMERO INDIVIDUOS: 100 	 CROSS-OVER: 0.90
* NUMERO GERACOES  : 1000 	 MUTACAO   : 0.30
* NUM MAXIMO NOS   : 30 	 ELITISMO  : 0.05
* PROFUNDIDADE MAX : 3 	 
*-----------------------------------------------------------------*/
Seed 8: 
(x1) | Numero de nos: 1 | Erro: 434176901775360.0000000000000000000000000 |
(+(0.94922)(0.31870)) | Numero de nos: 3 | Erro: 434176264241152.0000000000000000000000000 |
(0.27061) | Numero de nos: 1 | Erro: 434176499122176.0000000000000000000000000 |
(0.43321) | Numero de nos: 1 | Erro: 434176499122176.0000000000000000000000000 |
(*(-(-(-(*(/(-(-(*(0.42714)(+(x1)(0.12845)))(0.08365))(x1))(-(-(0.17835)(0.84634))(/(/(0.72521)(0.69881))(0.58467))))(0.08789))(0.27873))(0.60741))(0.11225))(x1)) | Numero de nos: 29 | Erro: 434167036772352.0000000000000000000000000 |
(0.49605) | Numero de nos: 1 | Erro: 434176499122176.0000000000000000000000000 |
(0.22297) | Numero de nos: 1 | Erro: 434176599785472.0000000000000000000000000 |
(/(-(*(+(+(+(+(/(/(x1)(/(+(x1)(/(/(*(x1)(x1))(0.02014))(0.40849)))(x1)))(0.61354))(x1))(0.34962))(0.80129))(0.80184))(x1))(x1))(0.45708)) | Numero de nos: 29 | Erro: 433200836902912.0000000000000000000000000 |
(/(x1)(/(*(0.54500)(+(0.44099)(x1)))(/(+(+(/(+(0.75628)(0.48033))(/(*(*(+(-(x1)(0.18497))(x1))(x1))(0.86459))(x1)))(0.00455))(x1))(0.81335)))) | Numero de nos: 29 | Erro: 434177606418432.0000000000000000000000000 |
(x1) | Numero de nos: 1 | Erro: 434176901775360.0000000000000000000000000 |
(-(*(+(0.55504)(/(-(/(+(/(/(/(0.43208)(-(/(+(/(x1)(x1))(x1))(0.81176))(0.31227)))(x1))(x1))(0.95862))(x1))(x1))(0.84787)))(x1))(0.58098)) | Numero de nos: 29 | Erro: 434703706357760.0000000000000000000000000 |
(*(-(x1)(-(*(-(*(/(0.60237)(+(/(/(x1)(x1))(-(+(0.23142)(x1))(/(-(0.55312)(0.93716))(x1))))(0.38148)))(x1))(0.30473))(x1))(0.02603)))(0.83117)) | Numero de nos: 29 | Erro: 434767191343104.0000000000000000000000000 |
(/(/(/(/(0.82372)(/(/(+(0.99008)(/(-(0.24976)(/(x1)(0.44218)))(-(+(0.73040)(+(/(0.58541)(0.85433))(0.03662)))(x1))))(x1))(x1)))(0.99329))(x1))(0.62667)) | Numero de nos: 29 | Erro: 434176767557632.0000000000000000000000000 |
(0.37980) | Numero de nos: 1 | Erro: 434176499122176.0000000000000000000000000 |
(+(/(x1)(/(-(x1)(*(-(0.02155)(/(x1)(-(0.77187)(-(0.32997)(0.58006)))))(-(-(x1)(-(+(/(0.20444)(x1))(x1))(x1)))(0.69463))))(0.21674)))(0.19617)) | Numero de nos: 29 | Erro: 434176599785472.0000000000000000000000000 |
(x1) | Numero de nos: 1 | Erro: 434176901775360.0000000000000000000000000 |
(0.40568) | Numero de nos: 1 | Erro: 434176499122176.0000000000000000000000000 |
(/(0.74193)(*(0.57045)(x1))) | Numero de nos: 5 | Erro: 434176599785472.0000000000000000000000000 |
(x1) | Numero de nos: 1 | Erro: 434176901775360.0000000000000000000000000 |
(0.41356) | Numero de nos: 1 | Erro: 434176499122176.0000000000000000000000000 |
(x1) | Numero de nos: 1 | Erro: 434176901775360.0000000000000000000000000 |
(+(+(+(*(0.74822)(0.50200))(-(+(/(x1)(0.92511))(+(0.22419)(x1)))(-(+(/(+(0.28318)(*(-(x1)(0.76525))(x1)))(x1))(0.67595))(0.02799))))(0.24894))(x1)) | Numero de nos: 29 | Erro: 434177069547520.0000000000000000000000000 |
(*(0.57417)(x1)) | Numero de nos: 3 | Erro: 434176767557632.0000000000000000000000000 |
(/(*(x1)(x1))(-(*(-(-(/(/(*(-(-(0.06821)(+(x1)(-(0.28959)(/(0.78533)(0.39073)))))(0.92993))(x1))(0.10962))(0.22840))(0.85934))(x1))(0.51109))(x1))) | Numero de nos: 29 | Erro: 434176633339904.0000000000000000000000000 |
(x1) | Numero de nos: 1 | Erro: 434176901775360.0000000000000000000000000 |
(*(x1)(0.01733)) | Numero de nos: 3 | Erro: 434176566231040.0000000000000000000000000 |
(x1) | Numero de nos: 1 | Erro: 434176901775360.0000000000000000000000000 |
